id,field,old,new,confidence
539,title,The Krishna Kay,The Krishna Key,high
539,author,Sanghi Ashwin,Ashwin Sanghi,high
539,publisher,Westland Ltd.chennai,"Westland Ltd., Chennai",high
540,title,On Women : Selected Writes,On Women: Selected Writings,high
540,publisher,Rupa & CO.,Rupa & Co.,high
541,title,The Way To Dusty Death,The Way to Dusty Death,high
541,author,Maclean Alistair,Alistair MacLean,high
541,publisher,Harper Collins India,HarperCollins India,high
542,title,Jocobs Rooms,Jacob's Room,high
542,author,"Woolf , Virginia",Virginia Woolf,high
543,title,William Shakespeare : The Complete Worth,William Shakespeare: The Complete Works,high
543,author,Alexander Peter (ed.),William Shakespeare (ed. Peter Alexander),high
543,publisher,Collins Londan,"Collins, London",high
544,title,India Economy,Indian Economy,high
544,author,Ruddar Datt And Sundharam Kpm,Ruddar Datt and K.P.M. Sundharam,high
544,publisher,S.chand And Company New Delhi,"S. Chand and Company, New Delhi",high
544,language,Hindi,English,high
545,title,Lucknow Boy - A Memories,Lucknow Boy: A Memoir,high
545,author,Mehta Vinod,Vinod Mehta,high
546,title,Secience Policy & National Development,Science Policy and National Development,high
546,author,Sarabahai Vikram,Vikram Sarabhai,high
546,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
547,author,Chopra Deepak,Deepak Chopra,high
547,publisher,Rider Londan,"Rider, London",high
547,language,Hindi,English,high
548,title,Sea Of Poppies,Sea of Poppies,high
548,author,Ghosh Amitav,Amitav Ghosh,high
549,title,Perennial Psychology Of The Bhaggwad Gita,Perennial Psychology of the Bhagavad Gita,high
549,publisher,The Himalayan Inst. Of Yoga Sc.pubs.usa,"Himalayan Institute Press, USA",high
550,title,Mightier Than The Sward,Mightier Than the Sword,high
550,author,Archer Jeffery,Jeffrey Archer,high
550,publisher,Macmillan India Delhi,"Macmillan India, Delhi",high
551,title,Sai Baba Mahavakya On Leadership,Sai Baba's Mahavakya on Leadership,high
551,author,Sri Sathya Sai Books & Pubs.,M.L. Chibber,high
551,publisher,Sai Books & Pubs Trust A.P.,"Sri Sathya Sai Books & Publications Trust, A.P.",high
552,title,Annals & Antiquites Of Rajasthan,Annals and Antiquities of Rajasthan,high
552,author,Tod James,James Tod,high
552,publisher,Rupa & CO.,Rupa & Co.,high
553,author,Arora Prem,Prem Arora,medium
553,publisher,Cosmos Bookmine Ltd,Cosmos Bookhive,medium
554,author,Sri Ram Krishna Moth,Sri Ramakrishna Math,medium
554,publisher,Sri Ramkrishna Ashram,Sri Ramakrishna Ashram,medium
555,title,Speaker's Desk Book Of Quizs Quotes & Anecdotes,"Speaker's Desk Book of Quips, Quotes & Anecdotes",high
555,author,Bracide Jacobs,Jacob Braude,high
555,publisher,Jaico Pubs Bombay,"Jaico Publishing House, Bombay",high
556,author,"Nietzsche , Friedrich",Friedrich Nietzsche,high
556,publisher,Robin Book New Delhi,"Robin Books, New Delhi",high
556,language,Hindi,English,high
557,title,Tradition & Revolution,Tradition and Revolution,high
557,author,Jayaker Popul (ed.),J. Krishnamurti (ed. Pupul Jayakar),high
557,publisher,Krishnamurti Foundation Chennai,"Krishnamurti Foundation India, Chennai",high
557,language,Hindi,English,high
558,title,The Fountain Head,The Fountainhead,high
558,author,Rand Ayn,Ayn Rand,high
559,author,Dostoevsky Fyoder,Fyodor Dostoevsky,high
559,publisher,Wordworth,Wordsworth Editions,high
560,author,Camus Albert,Albert Camus,high
561,title,H.B. Of District Magistrate & Exxecutive Magistrate,Handbook of District Magistrate & Executive Magistrate,medium
561,author,Duhan Randhiv Singh,Randhiv Singh Duhan,medium
561,publisher,Western Law House Meerut,"Western Law House, Meerut",medium
562,title,Claws Journal,CLAWS Journal,high
562,author,Centrefor Land Warfare Studio,Centre for Land Warfare Studies,high
562,publisher,Centrefor Land Warfare Studio,Centre for Land Warfare Studies,high
562,language,Hindi,English,high
563,author,Pathak Ramchand (samp),Ramchandra Pathak (Editor),high
563,publisher,Bhargava Book Depot Varansi,"Bhargava Book Depot, Varanasi",high
564,title,National Resurgence In India,National Resurgence in India,medium
564,author,Bharatheya Vichra Kendram,Bharatheeya Vichara Kendram,medium
564,publisher,Bharatheya Vichra Kendra,Bharatheeya Vichara Kendram,medium
565,title,Principles Of Social Political Theory,Principles of Social and Political Theory,high
565,author,Barkar Ernest,Ernest Barker,high
566,title,Master Of Political Thought,Masters of Political Thought Vol. 1: Plato to Machiavelli,medium
566,author,Machianelli Plato,Michael B. Foster,medium
566,publisher,Landon George & Harper CO.,"George G. Harrap & Co., London",medium
567,title,A History Of Political Thought,A History of Political Thought,medium
567,author,Suda J.P.,J.P. Suda,medium
567,publisher,K.nath & Co.meerut,"K. Nath & Co., Meerut",medium
568,title,Homopathic Materia Medica,Homoeopathic Materia Medica,high
568,author,Boericke William,William Boericke,high
568,publisher,B.jain Pubs New Delhi,"B. Jain Publishers, New Delhi",high
569,title,Politics Among Nation The Struggle For Power And People,Politics Among Nations: The Struggle for Power and Peace,high
569,author,Morgenthas Hans J,Hans J. Morgenthau,high
569,publisher,Scientific Book Agency Calcultta,"Scientific Book Agency, Calcutta",high
570,title,Sex Wav,The Sex War,high
570,author,Lamb Charlotte,Charlotte Lamb,high
570,publisher,Mills & Boom,Mills & Boon,high
570,language,Hindi,English,high
571,title,Major Contemporary Constitutional System,Major Contemporary Constitutional Systems,medium
571,author,Bambwall K.R.,K.R. Bombwall,medium
571,publisher,Modern Pubs.ambala Cantt,"Modern Publishers, Ambala Cantt",medium
571,language,Hindi,English,medium
573,title,Alokik Yatharth-shri Baba Neem Karori Maharaj,Alaukik Yatharth: Shri Baba Neem Karoli Maharaj,medium
573,author,"Pandey, ravi Prakash",Ravi Prakash Pandey,medium
573,publisher,"Shri Kainchi Hanuman Mandir, nainital","Shri Kainchi Hanuman Mandir, Nainital",medium
574,title,Shri Sai Sachcharit,Shri Sai Satcharitra,medium
574,author,"Thakur, shivram",Shivram Thakur,medium
574,publisher,"Shri Sai Baba Sansthan, sai Niketan, dadar","Shri Sai Baba Sansthan, Sai Niketan, Dadar",medium
575,title,Orchadham Aagman Katha(ayodhya),Orchha Dham Aagman Katha (Ayodhya),medium
575,author,"Singh, arun Kumar ED.",Arun Kumar Singh (Editor),medium
575,publisher,"Kanhaiya Lal, jhansi","Kanhaiya Lal, Jhansi",medium
576,title,Upnishado Ka Sandesh,Upanishadon Ka Sandesh,high
576,author,"Radha, krishnan",Sarvepalli Radhakrishnan,high
576,publisher,Rajpal And Sons,Rajpal & Sons,high
577,title,Matrhari Shatak,Bhartrihari Shatak,medium
578,author,Rashtriya Yog Sansthan,Morarji Desai Rashtriya Yog Sansthan,high
578,publisher,Morarji Desai Rashtrya Yog Sansthan,Morarji Desai Rashtriya Yog Sansthan,high
579,title,Himalay Ke Santo Ke Sang Niwas,Himalay Ke Santon Ke Sang Nivas,high
579,author,Shri Swami Ram,Swami Rama,high
579,publisher,"Himalaya Internationationl Institute Of Yog Sciences, u.s.a.","Himalayan International Institute of Yoga Science, USA",high
580,author,"Swami, ramdev",Swami Ramdev,high
581,title,Shri Madbhagwat Puran -dwitiya Khand,Shrimad Bhagwat Puran - Dwitiya Khand,high
581,author,"Geeta Press, gorakhpur","Gita Press, Gorakhpur",high
581,publisher,Geeta Press,Gita Press,high
582,title,Kuran Majeed,Quran Majeed,high
584,author,"Jairam, das",Jayramdas Din,high
584,publisher,Geeta Press,Gita Press,high
585,title,Brij Vilas,Braj Vilas,medium
588,author,"Sharma, shri Ram",Shriram Sharma Acharya,high
588,publisher,"Sanskriti Sansthan, bareily","Sanskriti Sansthan, Bareilly",high
589,author,"Pandey, raja Bali",Raj Bali Pandey,high
589,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
590,author,Shivanand Saraswati,Swami Sivananda Saraswati,high
590,publisher,"Divya Jivan Sangh, tehri Garhwal","Divya Jivan Sangh, Tehri Garhwal",high
592,author,"Sharma, shri Ram",Shriram Sharma Acharya,high
594,title,Bhagwatgeeta Ka Sandesh,Bhagwat Geeta Ka Sandesh,medium
594,author,Karn Singh,Karan Singh,medium
594,publisher,Bhartiya Lok Prashashan,Bhartiya Lok Prashasan,medium
595,author,Swami Prabhupaad,A.C. Bhaktivedanta Swami Prabhupada,medium
595,publisher,Bhakti Vedant Book Trust,Bhaktivedanta Book Trust,medium
596,author,"Geeta Press, gorakhpur","Gita Press, Gorakhpur",medium
596,publisher,Geeta Press,Gita Press,medium
599,title,Krishbhavnaamrit- Ek Anumpam Uphar,Krishna Bhavnamrit: Ek Anupam Uphar,high
599,author,Swami Prabhupaad,A.C. Bhaktivedanta Swami Prabhupada,high
599,publisher,Bhakti Vedant Book Trust,Bhaktivedanta Book Trust,high
602,author,Premchandra,Premchand,high
603,author,Premchandra,Premchand,high
604,title,Nachyo Bahot Gopal,Nachyau Bahut Gopal,high
604,author,"Nagar, amrit Lal",Amritlal Nagar,high
604,publisher,Rajpal And Sons,Rajpal & Sons,high
605,title,Khanjan Nayan,Khanjan Nain,high
605,author,"Nagar, amrit Lal",Amritlal Nagar,high
605,publisher,Rajpal And Sons,Rajpal & Sons,high
606,title,Na Bhuto Na Bhavishya,Na Bhooto Na Bhavishyati,high
606,author,"Kohli, narendra",Narendra Kohli,high
607,language,English,Hindi,high
608,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
609,title,Mujrim Hajir II Khand,Mujrim Hazir Vol. 2,high
609,author,Vimal Mitra,Bimal Mitra,high
609,publisher,Rajpal And Sons,Rajpal & Sons,high
611,title,Gan Devta,Ganadevata,high
611,author,"Vandopadhyay, tara Shankar",Tarashankar Bandyopadhyay,high
612,author,"Sinha, sanjay",Sanjay Sinha,medium
613,title,Kasav,Kasap,high
613,author,"Joshi, manohar Shyam",Manohar Shyam Joshi,high
613,publisher,Rajkamal,Rajkamal Prakashan,high
614,author,"Sahni, bheeshma",Bhisham Sahni,high
614,publisher,Rajkamal,Rajkamal Prakashan,high
615,author,"Verma, bhagwati Charan",Bhagwati Charan Verma,medium
615,publisher,Rajkamal,Rajkamal Prakashan,medium
618,title,Sanskritik Kahaniyan Bhag-4,Sanskritik Kahaniyan Bhag 4,medium
618,publisher,Shri Krishna Janm Seva Sansthan Seva Sangh,Shri Krishna Janmasthan Seva Sansthan,medium
620,author,"Ram, vibhuti Narayan (editor)",Vibhuti Narayan Rai (Editor),medium
621,author,Sivani,Shivani,high
621,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
622,title,Meri Priy Kahaniya,Meri Priya Kahaniyan,high
622,author,Sahni Bhishm,Bhisham Sahni,high
622,publisher,Rajpal And Sons,Rajpal & Sons,high
623,title,Meri Priy Kahaniya,Meri Priya Kahaniyan,high
623,author,Naagar Amritlal,Amritlal Nagar,high
623,publisher,Rajkamal,Rajkamal Prakashan,high
624,title,Charchit Kahaniyaan,Charchit Kahaniyan,medium
624,author,Jai Shanker Prasad,Jaishankar Prasad,medium
624,publisher,Saamyik Prakashan Nai Delhi,"Samayik Prakashan, New Delhi",medium
625,title,Vishwa Prasidh Kahaniyaan Bhaag-2,Vishwa Prasiddh Kahaniyan Bhag 2,medium
625,author,Suresh Kant Sampadak,Suresh Kant (Editor),medium
625,publisher,Granth Academy New Delhi,"Granth Academy, New Delhi",medium
626,title,Keshar Kashturi,Kesar Kasturi,high
626,publisher,Radha Krishna Prakashan,Radhakrishna Prakashan,high
627,author,"Singh, madhuker",Madhukar Singh,medium
627,publisher,Satyam Prakashan Allahabad,"Satyam Prakashan, Allahabad",medium
630,title,Amer Singh Rathor,Amar Singh Rathore,medium
630,publisher,Rohan Book Company Delhi,"Rohan Book Company, Delhi",medium
631,title,Kalyaan June 2000 Ank,Kalyan June 2000 Ank,high
631,author,Geeta Press,Gita Press,high
631,publisher,Geeta Press Gorakhpur,"Gita Press, Gorakhpur",high
632,title,"Raat, chand Aur Main ……..","Raat, Chaand Aur Main",medium
632,author,Guljaar,Gulzar,medium
632,publisher,Rupa And Company Delhi,"Rupa & Co., Delhi",medium
633,title,Meelose Din Guljaar,Meelon Se Din,high
633,author,"Mishra, yatindra (sampadak)",Gulzar,high
633,publisher,Rupa And Company Delhi,"Rupa & Co., Delhi",high
633,language,English,Hindi,high
637,title,Prathiviraj Rasho,Prithviraj Raso,high
637,author,Dwevedi Hazariprasad (sampadak),Hazari Prasad Dwivedi (Editor),high
637,publisher,Sahitya Bhawan Allahabad,"Sahitya Bhawan, Allahabad",high
638,title,Meri Ekkyawan Kavitae Atal Bihari Bajpai,Meri Ikyavan Kavitayen,high
638,author,"Sharma, chandrika Prasad(sampadak)",Atal Bihari Vajpayee,high
638,publisher,Kitabghar Delhi,"Kitabghar, Delhi",high
640,title,Geet Govind Jaidev Krit,Geet Govind,high
640,author,Rajkamal Prakashan,Jayadev,high
640,publisher,Rajkamal Prakashan Delhi,"Rajkamal Prakashan, Delhi",high
641,title,Udhhav Shatak,Uddhav Shatak,medium
641,author,"Gupt, jagdishchandra (sampadak)",Jagdish Chandra Gupt (Editor),medium
641,publisher,Sumit Prakashan Allahabad,"Sumit Prakashan, Allahabad",medium
643,title,Saare Sukhan Hamare-faiz Ahmad Faiz,Saare Sukhan Hamare,high
643,author,Abdul Bismillah Sampadak,Faiz Ahmad Faiz,high
643,publisher,Rajkamal Prakashan Delhi,"Rajkamal Prakashan, Delhi",high
644,title,Yaama-mahadevi Verma,Yama,high
644,author,Verma Mahadevi,Mahadevi Verma,high
644,publisher,Bharti Bhandar Allahabad,"Bharti Bhandar, Allahabad",high
645,title,Bankim Samgrah,Bankim Sangrah,medium
645,author,"Verma, nihalchandra",Nihalchandra Verma (Editor),medium
645,publisher,Hindi Pracharak Sansthan Varanasi,"Hindi Pracharak Sansthan, Varanasi",medium
646,title,Lata Surgaatha,Lata: Sur Gatha,high
646,author,"Mishra, yatindra (sampadak)",Yatindra Mishra,high
646,publisher,Vaani Prakashan Delhi,"Vani Prakashan, Delhi",high
647,title,Annant Kathamrat-baba Neev Karauriji Maharaj,Anant Kathamrit: Baba Neem Karoli Ji Maharaj,medium
647,publisher,Shree Kanchi Hanuman Mandir Kanchi,"Shri Kainchi Hanuman Mandir, Kainchi",medium
651,title,Janmeyjai Ka Naagyag-jaishanker Prasad,Janmejay Ka Nag Yagya,high
651,author,Diomond Pocket Books,Jaishankar Prasad,high
651,publisher,Diamond Pocket Books Delhi,"Diamond Pocket Books, Delhi",high
651,language,English,Hindi,high
652,title,Kashi Ka Itihaas,Kashi Ka Itihas,high
652,publisher,Vishwavidhyala Prakashan Varanasi,"Vishwavidyalaya Prakashan, Varanasi",high
654,title,Vihaar Ka Sach,Bihar Ka Sach,high
654,publisher,Prakashan Sansthan New Delhi,"Prakashan Sansthan, New Delhi",high
655,title,Lakshampur Ki Atmakatha,Lakshmanpur Ki Atmakatha,high
655,author,"Praveen, yogesh",Yogesh Praveen,high
655,publisher,Naman Prakashan Lucknow,"Naman Prakashan, Lucknow",high
657,title,Lok Ram Katha-sakshi Shodh Patrika-3,Lok Ram Katha: Sakshi Shodh Patrika 3,medium
657,publisher,"Ayodhya Shodh Sansthan, faizabad","Ayodhya Shodh Sansthan, Faizabad",medium
658,title,Agni Suraksha-ek Surakshit Pahal,Agni Suraksha: Ek Surakshit Pahal,medium
658,author,"Rahat Ayukta, u.p. Sarkar","Rahat Ayukt, U.P. Sarkar",medium
658,publisher,"Rahat Ayukt, u.p. Sarkar","Rahat Ayukt, U.P. Sarkar",medium
659,author,"Sharma, chakradhara",Chakradhar Sharma,medium
660,title,Ekadash Skandha- Shri Mad Bhagwat,Ekadash Skandha: Shrimad Bhagwat,medium
660,author,Akhandanand Saraswati,Swami Akhandananda Saraswati,medium
660,publisher,Geeta Press,Gita Press,medium
662,author,Ramchandra,Ram Chandra,high
662,publisher,Ramchandra Mission Shahjahanpur,"Shri Ram Chandra Mission, Shahjahanpur",high
663,author,"Trivedi, satyadev",Satyadev Trivedi,medium
663,publisher,Anupam Prakashan Delhi,"Anupam Prakashan, Delhi",medium
664,author,"Shah, giriraj",Giriraj Shah,medium
664,publisher,Hind Publishing House Allahabad,"Hind Publishing House, Allahabad",medium
666,title,A Tale Of Two Cities,A Tale of Two Cities,high
666,author,"Dickens, chavles",Charles Dickens,high
666,publisher,Vikas Pub.house,Vikas Publishing House,high
667,title,The Importance If Living,The Importance of Living,high
667,author,"Yutang, lin",Lin Yutang,high
668,title,Exercises In Spoken English Part-1,Exercises in Spoken English Part 1,high
668,author,Oxford University Press,"CIEFL, Hyderabad",high
669,title,Emergency In India,Emergency in India,medium
669,author,"Drieberg, trevor And Sarla Lag Mohan",Trevor Drieberg and Sarla Jag Mohan,medium
669,publisher,Manas Pubishing House Delhi,"Manas Publishing House, Delhi",medium
670,title,How To Recruit Good Menagevs,How to Recruit Good Managers,medium
670,author,"Reymond, robert S",Robert S. Raymond,medium
671,title,Husey Shaheed Suhrawarthy-a Biography,Huseyn Shaheed Suhrawardy: A Biography,high
671,author,"Suhrawarthy, shaista",Shaista Suhrawardy Ikramullah,high
672,title,Revolution 2020 :love Corruption Ammbition,Revolution 2020: Love. Corruption. Ambition,high
672,author,"Bhagat, chetan",Chetan Bhagat,high
672,publisher,Rupa Publication New Delhi,"Rupa Publications, New Delhi",high
